aaa 2
aab 0
aac 3
aad 0
aae 0
aaf 0
aag 1
aah 0
aai 0
aaj 0
aak 0
aal 1
aam 1
aan 1
aao 0
aap 0
aaq 0
aar 3
aas 2
aat 0
aau 0
aav 0
aaw 0
aax 0
aay 0
aaz 0
aba 37
abb 25
abc 2
abd 5
abe 38
abf 0
abg 0
abh 2
abi 46
abj 1
abk 0
abl 304
abm 0
abn 2
abo 49
abp 0
abq 0
abr 24
abs 24
abt 0
abu 19
abv 0
abw 0
abx 0
aby 14
abz 0
aca 26
acb 1
acc 64
acd 2
ace 107
acf 0
acg 1
ach 94
aci 67
acj 0
ack 173
acl 13
acm 5
acn 1
aco 35
acp 1
acq 13
acr 32
acs 3
act 114
acu 23
acv 0
acw 0
acx 0
acy 45
acz 0
ada 35
adb 7
adc 3
add 43
ade 116
adf 6
adg 3
adh 8
adi 75
adj 14
adk 1
adl 16
adm 25
adn 3
ado 44
adp 3
adq 1
adr 35
ads 20
adt 1
adu 10
adv 25
adw 9
adx 0
ady 18
adz 0
aea 2
aeb 0
aec 2
aed 1
aee 0
aef 1
aeg 3
aeh 0
aei 0
aej 0
aek 0
ael 10
aem 0
aen 2
aeo 3
aep 0
aeq 0
aer 12
aes 6
aet 0
aeu 2
aev 0
aew 0
aex 0
aey 0
aez 0
afa 5
afb 0
afc 0
afd 0
afe 14
aff 50
afg 2
afh 0
afi 3
afj 0
afk 2
afl 5
afm 0
afn 2
afo 7
afp 0
afq 0
afr 5
afs 1
aft 39
afu 1
afv 0
afw 0
afx 0
afy 1
afz 0
aga 30
agb 1
agc 0
agd 1
age 182
agf 0
agg 42
agh 5
agi 30
agj 0
agk 0
agl 7
agm 9
agn 42
ago 51
agp 3
agq 0
agr 24
ags 3
agt 0
agu 21
agv 0
agw 3
agx 0
agy 3
agz 0
aha 12
ahb 0
ahc 0
ahd 0
ahe 20
ahf 0
ahg 0
ahh 0
ahi 3
ahj 0
ahk 0
ahl 5
ahm 4
ahn 2
aho 13
ahp 0
ahq 0
ahr 2
ahs 0
aht 0
ahu 1
ahv 0
ahw 0
ahx 0
ahy 0
ahz 0
aia 2
aib 0
aic 10
aid 26
aie 2
aif 1
aig 10
aih 0
aii 2
aij 1
aik 2
ail 87
aim 13
ain 144
aio 0
aip 2
aiq 0
air 93
ais 30
ait 23
aiu 0
aiv 3
aiw 1
aix 0
aiy 0
aiz 0
aja 4
ajb 0
ajc 0
ajd 0
aje 3
ajf 0
ajg 0
ajh 0
aji 0
ajj 0
ajk 0
ajl 0
ajm 0
ajn 0
ajo 4
ajp 0
ajq 0
ajr 0
ajs 0
ajt 0
aju 0
ajv 0
ajw 0
ajx 0
